rate_date,currency_code,rate_to_usd
2026-08-16,JPY,0.00665103
2026-08-17,JPY,0.00662594
2026-08-18,JPY,0.00662128
2026-08-19,JPY,0.00663055
2026-08-20,JPY,0.00665019
2026-08-21,JPY,0.00664867
2026-08-22,JPY,0.00664229
2026-08-23,JPY,0.00664532
2026-08-24,JPY,0.00662867
2026-08-25,JPY,0.00667022
2026-08-26,JPY,0.00663805
2026-08-27,JPY,0.00664173
2026-08-28,JPY,0.00668205
2026-08-29,JPY,0.00668219
2026-08-30,JPY,0.00667838
2026-08-31,JPY,0.00667122
2026-09-01,JPY,0.0066676
2026-09-02,JPY,0.00669507
2026-09-03,JPY,0.00665064
2026-09-04,JPY,0.00668123
2026-09-05,JPY,0.00665269
2026-09-06,JPY,0.00664737
2026-09-07,JPY,0.00663881
2026-09-08,JPY,0.00665053
2026-09-09,JPY,0.00661865
2026-09-10,JPY,0.00662783
2026-09-11,JPY,0.00666808
2026-09-12,JPY,0.00664081
2026-09-13,JPY,0.00664459
2026-09-14,JPY,0.00663139
2025-09-14,AUD,0.66084326
2025-09-15,AUD,0.66088122
2025-09-16,AUD,0.65960938
2025-09-17,AUD,0.66057479
2025-09-18,AUD,0.66415051
2025-09-19,AUD,0.66377015
2025-09-20,AUD,0.66520341
2025-09-21,AUD,0.66262254
2025-09-22,AUD,0.66072127
2025-09-23,AUD,0.66165766
2025-09-24,AUD,0.66460359
2025-09-25,AUD,0.66531261
2025-09-26,AUD,0.66468777
2025-09-27,AUD,0.66468636
2025-09-28,AUD,0.66219297
2025-09-29,AUD,0.66339389
2025-09-30,AUD,0.66514989
2025-10-01,AUD,0.66424777
2025-10-02,AUD,0.66331109
2025-10-03,AUD,0.66384017
2025-10-04,AUD,0.66297044
2025-10-05,AUD,0.6628389
2025-10-06,AUD,0.66701424
2025-10-07,AUD,0.66651993
2025-10-08,AUD,0.66580341
2025-10-09,AUD,0.66451
2025-10-10,AUD,0.66599357
2025-10-11,AUD,0.66563149
2025-10-12,AUD,0.66433476
2025-10-13,AUD,0.66696812
2025-10-14,AUD,0.66980861
2025-10-15,AUD,0.6686021
2025-10-16,AUD,0.66485819
2025-10-17,AUD,0.66686775
2025-10-18,AUD,0.66549807
2025-10-19,AUD,0.66707655
2025-10-20,AUD,0.66313392
2025-10-21,AUD,0.66490966
2025-10-22,AUD,0.6624937
2025-10-23,AUD,0.66394608
2025-10-24,AUD,0.66397451
2025-10-25,AUD,0.66207433
2025-10-26,AUD,0.66126587
2025-10-27,AUD,0.66262739
2025-10-28,AUD,0.66283789
2025-10-29,AUD,0.664
2025-10-30,AUD,0.66793707
2025-10-31,AUD,0.66480263
2025-11-01,AUD,0.66802801
2025-11-02,AUD,0.66823715
2025-11-03,AUD,0.66643535
2025-11-04,AUD,0.66377564
2025-11-05,AUD,0.66339904
2025-11-06,AUD,0.66523331
2025-11-07,AUD,0.66497876
2025-11-08,AUD,0.66799342
2025-11-09,AUD,0.66508529
2025-11-10,AUD,0.66506117
2025-11-11,AUD,0.66256241
2025-11-12,AUD,0.6632852
2025-11-13,AUD,0.66504998
2025-11-14,AUD,0.66421049
2025-11-15,AUD,0.65902126
2025-11-16,AUD,0.65941459
2025-11-17,AUD,0.66027856
2025-11-18,AUD,0.66107941
2025-11-19,AUD,0.66353026
2025-11-20,AUD,0.66139823
2025-11-21,AUD,0.66274791
2025-11-22,AUD,0.6651189
2025-11-23,AUD,0.66156999
2025-11-24,AUD,0.6622044
2025-11-25,AUD,0.66120279
2025-11-26,AUD,0.66104108
2025-11-27,AUD,0.66173057
2025-11-28,AUD,0.66076333
2025-11-29,AUD,0.65942388
2025-11-30,AUD,0.65949144
2025-12-01,AUD,0.65734035
2025-12-02,AUD,0.65519908
2025-12-03,AUD,0.65653446
2025-12-04,AUD,0.65427179
2025-12-05,AUD,0.65557964
2025-12-06,AUD,0.65648943
2025-12-07,AUD,0.65309051
2025-12-08,AUD,0.65176298
2025-12-09,AUD,0.65409781
2025-12-10,AUD,0.65217247
2025-12-11,AUD,0.65126386
2025-12-12,AUD,0.65216663
2025-12-13,AUD,0.65369933
2025-12-14,AUD,0.65320604
2025-12-15,AUD,0.65203515
2025-12-16,AUD,0.65481745
2025-12-17,AUD,0.65823344
2025-12-18,AUD,0.66016639
2025-12-19,AUD,0.66033536
2025-12-20,AUD,0.65873418
2025-12-21,AUD,0.65709306
2025-12-22,AUD,0.65812308
2025-12-23,AUD,0.65894915
2025-12-24,AUD,0.6617199
2025-12-25,AUD,0.66301114
2025-12-26,AUD,0.66002147
2025-12-27,AUD,0.66210439
2025-12-28,AUD,0.66012193
2025-12-29,AUD,0.65936153
2025-12-30,AUD,0.65985644
2025-12-31,AUD,0.663807
2026-01-01,AUD,0.67000016
2026-01-02,AUD,0.67121968
2026-01-03,AUD,0.67085078
2026-01-04,AUD,0.6719265
2026-01-05,AUD,0.67371582
2026-01-06,AUD,0.6730677
2026-01-07,AUD,0.6766926
2026-01-08,AUD,0.67715966
2026-01-09,AUD,0.67817081
2026-01-10,AUD,0.67952565
2026-01-11,AUD,0.68038508
2026-01-12,AUD,0.68209749
2026-01-13,AUD,0.68083441
2026-01-14,AUD,0.67969408
2026-01-15,AUD,0.67745077
2026-01-16,AUD,0.67834399
2026-01-17,AUD,0.67992915
2026-01-18,AUD,0.68086291
2026-01-19,AUD,0.68428321
2026-01-20,AUD,0.68427172
2026-01-21,AUD,0.68564453
2026-01-22,AUD,0.68339897
2026-01-23,AUD,0.68260534
2026-01-24,AUD,0.68402967
2026-01-25,AUD,0.68577211
2026-01-26,AUD,0.68516732
2026-01-27,AUD,0.68502015
2026-01-28,AUD,0.68190083
2026-01-29,AUD,0.68117045
2026-01-30,AUD,0.68298996
2026-01-31,AUD,0.68416854
2026-02-01,AUD,0.68519616
2026-02-02,AUD,0.68529847
2026-02-03,AUD,0.68531299
2026-02-04,AUD,0.68395541
2026-02-05,AUD,0.68538932
2026-02-06,AUD,0.68625491
2026-02-07,AUD,0.68726786
2026-02-08,AUD,0.68618328
2026-02-09,AUD,0.68175051
2026-02-10,AUD,0.68399447
2026-02-11,AUD,0.6830119
2026-02-12,AUD,0.68124404
2026-02-13,AUD,0.68266133
2026-02-14,AUD,0.68185849
2026-02-15,AUD,0.68402667
2026-02-16,AUD,0.68529282
2026-02-17,AUD,0.68669815
2026-02-18,AUD,0.68388416
2026-02-19,AUD,0.68637064
2026-02-20,AUD,0.68690859
2026-02-21,AUD,0.68614761
2026-02-22,AUD,0.68644277
2026-02-23,AUD,0.68278491
2026-02-24,AUD,0.68362198
2026-02-25,AUD,0.68151088
2026-02-26,AUD,0.6787453
2026-02-27,AUD,0.67564542
2026-02-28,AUD,0.67790076
2026-03-01,AUD,0.67662103
2026-03-02,AUD,0.67973429
2026-03-03,AUD,0.67864168
2026-03-04,AUD,0.67516563
2026-03-05,AUD,0.67290411
2026-03-06,AUD,0.67539886
2026-03-07,AUD,0.67508298
2026-03-08,AUD,0.67397256
2026-03-09,AUD,0.6742961
2026-03-10,AUD,0.67531115
2026-03-11,AUD,0.67757493
2026-03-12,AUD,0.68051933
2026-03-13,AUD,0.67978484
2026-03-14,AUD,0.67708056
2026-03-15,AUD,0.67624071
2026-03-16,AUD,0.67676875
2026-03-17,AUD,0.67481202
2026-03-18,AUD,0.67287433
2026-03-19,AUD,0.67356831
2026-03-20,AUD,0.67347
2026-03-21,AUD,0.67353626
2026-03-22,AUD,0.67200364
2026-03-23,AUD,0.67153915
2026-03-24,AUD,0.66967717
2026-03-25,AUD,0.67146561
2026-03-26,AUD,0.67355101
2026-03-27,AUD,0.66982051
2026-03-28,AUD,0.66795269
2026-03-29,AUD,0.66495386
2026-03-30,AUD,0.66365715
2026-03-31,AUD,0.66349103
2026-04-01,AUD,0.66060555
2026-04-02,AUD,0.65877859
2026-04-03,AUD,0.65679443
2026-04-04,AUD,0.65720283
2026-04-05,AUD,0.65733955
2026-04-06,AUD,0.65591627
2026-04-07,AUD,0.65626421
2026-04-08,AUD,0.65518791
2026-04-09,AUD,0.65465395
2026-04-10,AUD,0.65794055
2026-04-11,AUD,0.66058638
2026-04-12,AUD,0.65801092
2026-04-13,AUD,0.65964884
2026-04-14,AUD,0.66125455
2026-04-15,AUD,0.65897667
2026-04-16,AUD,0.66059534
2026-04-17,AUD,0.66364319
2026-04-18,AUD,0.66140828
2026-04-19,AUD,0.65958775
2026-04-20,AUD,0.66160146
2026-04-21,AUD,0.66214033
2026-04-22,AUD,0.66323579
2026-04-23,AUD,0.66391346
2026-04-24,AUD,0.66469163
2026-04-25,AUD,0.66204654
2026-04-26,AUD,0.66412666
2026-04-27,AUD,0.66645693
2026-04-28,AUD,0.66599829
2026-04-29,AUD,0.66591143
2026-04-30,AUD,0.66285268
2026-05-01,AUD,0.66387531
2026-05-02,AUD,0.66501463
2026-05-03,AUD,0.66489056
2026-05-04,AUD,0.66713327
2026-05-05,AUD,0.66646465
2026-05-06,AUD,0.66759352
2026-05-07,AUD,0.66555136
2026-05-08,AUD,0.66550433
2026-05-09,AUD,0.66515623
2026-05-10,AUD,0.66560582
2026-05-11,AUD,0.66486795
2026-05-12,AUD,0.66460571
2026-05-13,AUD,0.6662527
2026-05-14,AUD,0.66537971
2026-05-15,AUD,0.66217276
2026-05-16,AUD,0.66564834
2026-05-17,AUD,0.66840703
2026-05-18,AUD,0.66581576
2026-05-19,AUD,0.66719341
2026-05-20,AUD,0.66618667
2026-05-21,AUD,0.66671326
2026-05-22,AUD,0.66730175
2026-05-23,AUD,0.66683249
2026-05-24,AUD,0.66526457
2026-05-25,AUD,0.66388639
2026-05-26,AUD,0.66206165
2026-05-27,AUD,0.6604095
2026-05-28,AUD,0.6602764
2026-05-29,AUD,0.6588586
2026-05-30,AUD,0.66020673
2026-05-31,AUD,0.6631524
2026-06-01,AUD,0.66199841
2026-06-02,AUD,0.66247386
2026-06-03,AUD,0.66346695
2026-06-04,AUD,0.66440642
2026-06-05,AUD,0.66455782
2026-06-06,AUD,0.66603848
2026-06-07,AUD,0.66700207
2026-06-08,AUD,0.6645255
2026-06-09,AUD,0.66625823
2026-06-10,AUD,0.66803173
2026-06-11,AUD,0.66650203
2026-06-12,AUD,0.66657789
2026-06-13,AUD,0.66794436
2026-06-14,AUD,0.66752493
2026-06-15,AUD,0.66967365
2026-06-16,AUD,0.67442272
2026-06-17,AUD,0.67283246
2026-06-18,AUD,0.67004482
2026-06-19,AUD,0.67065554
2026-06-20,AUD,0.6721073
2026-06-21,AUD,0.6716418
2026-06-22,AUD,0.67457001
2026-06-23,AUD,0.67186106
2026-06-24,AUD,0.6732577
2026-06-25,AUD,0.672034
2026-06-26,AUD,0.67550044
2026-06-27,AUD,0.67953827
2026-06-28,AUD,0.67797535
2026-06-29,AUD,0.6768576
2026-06-30,AUD,0.67860305
2026-07-01,AUD,0.67781493
2026-07-02,AUD,0.67772259
2026-07-03,AUD,0.6777742
2026-07-04,AUD,0.67387089
2026-07-05,AUD,0.67384292
2026-07-06,AUD,0.67244861
2026-07-07,AUD,0.67145381
2026-07-08,AUD,0.67436181
2026-07-09,AUD,0.67181979
2026-07-10,AUD,0.67345877
2026-07-11,AUD,0.67289516
2026-07-12,AUD,0.67233041
2026-07-13,AUD,0.67392458
2026-07-14,AUD,0.67461209
2026-07-15,AUD,0.67576692
2026-07-16,AUD,0.67772972
2026-07-17,AUD,0.67705611
2026-07-18,AUD,0.67581255
2026-07-19,AUD,0.67361248
2026-07-20,AUD,0.67194446
2026-07-21,AUD,0.67788934
2026-07-22,AUD,0.6804206
2026-07-23,AUD,0.67766271
2026-07-24,AUD,0.67497417
2026-07-25,AUD,0.67594991
2026-07-26,AUD,0.67705968
2026-07-27,AUD,0.67817456
2026-07-28,AUD,0.67765585
2026-07-29,AUD,0.6774008
2026-07-30,AUD,0.67806712
2026-07-31,AUD,0.67824184
2026-08-01,AUD,0.67372618
2026-08-02,AUD,0.67326171
2026-08-03,AUD,0.67154205
2026-08-04,AUD,0.67189504
2026-08-05,AUD,0.67791238
2026-08-06,AUD,0.67865974
2026-08-07,AUD,0.6780214
2026-08-08,AUD,0.6798964
2026-08-09,AUD,0.68088094
2026-08-10,AUD,0.68173904
2026-08-11,AUD,0.68298018
2026-08-12,AUD,0.68719392
2026-08-13,AUD,0.6848625
2026-08-14,AUD,0.68583562
2026-08-15,AUD,0.68392958
2026-08-16,AUD,0.68506938
2026-08-17,AUD,0.68318128
2026-08-18,AUD,0.68232587
2026-08-19,AUD,0.68172183
2026-08-20,AUD,0.68371754
2026-08-21,AUD,0.68560143
2026-08-22,AUD,0.68303923
2026-08-23,AUD,0.6831518
2026-08-24,AUD,0.68169754
2026-08-25,AUD,0.67912378
2026-08-26,AUD,0.67868164
2026-08-27,AUD,0.67805356
2026-08-28,AUD,0.68298989
2026-08-29,AUD,0.68387701
2026-08-30,AUD,0.68105065
2026-08-31,AUD,0.67989673
2026-09-01,AUD,0.68198003
2026-09-02,AUD,0.68625286
2026-09-03,AUD,0.6829877
2026-09-04,AUD,0.67913581
2026-09-05,AUD,0.68294773
2026-09-06,AUD,0.68374599
2026-09-07,AUD,0.68196491
2026-09-08,AUD,0.6830587
2026-09-09,AUD,0.67765759
2026-09-10,AUD,0.67766446
2026-09-11,AUD,0.67833091
2026-09-12,AUD,0.6802118
2026-09-13,AUD,0.67814281
2026-09-14,AUD,0.67831713
2025-09-14,NGN,0.0006482
2025-09-15,NGN,0.00064869
2025-09-16,NGN,0.00064695
2025-09-17,NGN,0.00064616
2025-09-18,NGN,0.00064423
2025-09-19,NGN,0.00064549
2025-09-20,NGN,0.00064715
2025-09-21,NGN,0.00064669
2025-09-22,NGN,0.00064677
2025-09-23,NGN,0.00064396
2025-09-24,NGN,0.00064338
2025-09-25,NGN,0.00064328
2025-09-26,NGN,0.00064834
2025-09-27,NGN,0.00064618
2025-09-28,NGN,0.00064901
2025-09-29,NGN,0.00065095
2025-09-30,NGN,0.0006515
2025-10-01,NGN,0.00065494
2025-10-02,NGN,0.00065567
2025-10-03,NGN,0.00065644
2025-10-04,NGN,0.00065633
2025-10-05,NGN,0.00065874
2025-10-06,NGN,0.00066091
2025-10-07,NGN,0.00065967
2025-10-08,NGN,0.00065706
2025-10-09,NGN,0.00065666
2025-10-10,NGN,0.00065508
2025-10-11,NGN,0.00065496
2025-10-12,NGN,0.00065739
2025-10-13,NGN,0.00065648
2025-10-14,NGN,0.0006564
2025-10-15,NGN,0.00065651
2025-10-16,NGN,0.00065819
2025-10-17,NGN,0.00065375
2025-10-18,NGN,0.00065256
2025-10-19,NGN,0.00065297
2025-10-20,NGN,0.00065532
2025-10-21,NGN,0.00065436
2025-10-22,NGN,0.00065067
2025-10-23,NGN,0.00065188
2025-10-24,NGN,0.00065064
2025-10-25,NGN,0.00064832
2025-10-26,NGN,0.0006471
2025-10-27,NGN,0.00064675
2025-10-28,NGN,0.00064557
2025-10-29,NGN,0.0006413
2025-10-30,NGN,0.00064303
2025-10-31,NGN,0.00064549
2025-11-01,NGN,0.00064675
2025-11-02,NGN,0.00064454
2025-11-03,NGN,0.00064415
2025-11-04,NGN,0.00064414
2025-11-05,NGN,0.00064529
2025-11-06,NGN,0.00064659
2025-11-07,NGN,0.00064516
2025-11-08,NGN,0.00064532
2025-11-09,NGN,0.00064621
2025-11-10,NGN,0.00064903
2025-11-11,NGN,0.0006504
2025-11-12,NGN,0.00065194
2025-11-13,NGN,0.00065211
2025-11-14,NGN,0.00065487
2025-11-15,NGN,0.00065567
2025-11-16,NGN,0.00065398
2025-11-17,NGN,0.00065673
2025-11-18,NGN,0.0006581
2025-11-19,NGN,0.00065723
2025-11-20,NGN,0.00065628
2025-11-21,NGN,0.00065687
2025-11-22,NGN,0.00065778
2025-11-23,NGN,0.00065817
2025-11-24,NGN,0.00065879
2025-11-25,NGN,0.00066215
2025-11-26,NGN,0.00066427
2025-11-27,NGN,0.00066465
2025-11-28,NGN,0.00066653
2025-11-29,NGN,0.00066447
2025-11-30,NGN,0.00066526
2025-12-01,NGN,0.00066887
2025-12-02,NGN,0.00066843
2025-12-03,NGN,0.00066673
2025-12-04,NGN,0.00066543
2025-12-05,NGN,0.00066325
2025-12-06,NGN,0.00066169
2025-12-07,NGN,0.00066096
2025-12-08,NGN,0.00065817
2025-12-09,NGN,0.0006582
2025-12-10,NGN,0.00065998
2025-12-11,NGN,0.00065818
2025-12-12,NGN,0.00066118
2025-12-13,NGN,0.0006622
2025-12-14,NGN,0.00066424
2025-12-15,NGN,0.00066293
2025-12-16,NGN,0.00066463
2025-12-17,NGN,0.00066246
2025-12-18,NGN,0.00066423
2025-12-19,NGN,0.00066457
2025-12-20,NGN,0.00066567
2025-12-21,NGN,0.00066332
2025-12-22,NGN,0.00066154
2025-12-23,NGN,0.00066273
2025-12-24,NGN,0.00066084
2025-12-25,NGN,0.00066176
2025-12-26,NGN,0.00065905
2025-12-27,NGN,0.00066072
2025-12-28,NGN,0.00065828
2025-12-29,NGN,0.00065937
2025-12-30,NGN,0.00066061
2025-12-31,NGN,0.00065923
2026-01-01,NGN,0.00066038
2026-01-02,NGN,0.00066089
2026-01-03,NGN,0.00065983
2026-01-04,NGN,0.00065783
2026-01-05,NGN,0.00065396
2026-01-06,NGN,0.00065464
2026-01-07,NGN,0.00065157
2026-01-08,NGN,0.00065176
2026-01-09,NGN,0.00065124
2026-01-10,NGN,0.00065257
2026-01-11,NGN,0.00065198
2026-01-12,NGN,0.00065133
2026-01-13,NGN,0.00065276
2026-01-14,NGN,0.00065342
2026-01-15,NGN,0.00065404
2026-01-16,NGN,0.00065496
2026-01-17,NGN,0.00065194
2026-01-18,NGN,0.00065342
2026-01-19,NGN,0.00065462
2026-01-20,NGN,0.00065263
2026-01-21,NGN,0.00065215
2026-01-22,NGN,0.00065207
2026-01-23,NGN,0.00065181
2026-01-24,NGN,0.00065246
2026-01-25,NGN,0.00065526
2026-01-26,NGN,0.00065739
2026-01-27,NGN,0.0006548
2026-01-28,NGN,0.00065602
2026-01-29,NGN,0.00065864
2026-01-30,NGN,0.0006594
2026-01-31,NGN,0.00066156
2026-02-01,NGN,0.00066555
2026-02-02,NGN,0.0006676
2026-02-03,NGN,0.0006681
2026-02-04,NGN,0.00067019
2026-02-05,NGN,0.00067048
2026-02-06,NGN,0.00067053
2026-02-07,NGN,0.00066982
2026-02-08,NGN,0.00067297
2026-02-09,NGN,0.00067131
2026-02-10,NGN,0.0006744
2026-02-11,NGN,0.00067541
2026-02-12,NGN,0.00067258
2026-02-13,NGN,0.00067332
2026-02-14,NGN,0.00066908
2026-02-15,NGN,0.00067033
2026-02-16,NGN,0.00067211
2026-02-17,NGN,0.00067092
2026-02-18,NGN,0.00067117
2026-02-19,NGN,0.0006751
2026-02-20,NGN,0.00067408
2026-02-21,NGN,0.00067194
2026-02-22,NGN,0.00067492
2026-02-23,NGN,0.0006789
2026-02-24,NGN,0.0006789
2026-02-25,NGN,0.00068096
2026-02-26,NGN,0.0006837
2026-02-27,NGN,0.00068218
2026-02-28,NGN,0.00068119
2026-03-01,NGN,0.0006837
2026-03-02,NGN,0.00068716
2026-03-03,NGN,0.00068832
2026-03-04,NGN,0.0006865
2026-03-05,NGN,0.0006906
2026-03-06,NGN,0.00068949
2026-03-07,NGN,0.0006888
2026-03-08,NGN,0.00068951
2026-03-09,NGN,0.00069272
2026-03-10,NGN,0.0006945
2026-03-11,NGN,0.00069536
2026-03-12,NGN,0.00069633
2026-03-13,NGN,0.00069642
2026-03-14,NGN,0.00069759
2026-03-15,NGN,0.00069229
2026-03-16,NGN,0.00069168
2026-03-17,NGN,0.00069218
2026-03-18,NGN,0.00068979
2026-03-19,NGN,0.00069059
2026-03-20,NGN,0.00069016
2026-03-21,NGN,0.0006938
2026-03-22,NGN,0.00069707
2026-03-23,NGN,0.0006961
2026-03-24,NGN,0.00069578
2026-03-25,NGN,0.00069563
2026-03-26,NGN,0.00069469
2026-03-27,NGN,0.00069509
2026-03-28,NGN,0.00069351
2026-03-29,NGN,0.00069116
2026-03-30,NGN,0.00069245
2026-03-31,NGN,0.00069376
2026-04-01,NGN,0.00069208
2026-04-02,NGN,0.00069394
2026-04-03,NGN,0.00069263
2026-04-04,NGN,0.00069315
2026-04-05,NGN,0.00069486
2026-04-06,NGN,0.00069479
2026-04-07,NGN,0.00069574
2026-04-08,NGN,0.00069466
2026-04-09,NGN,0.00069425
2026-04-10,NGN,0.00069382
2026-04-11,NGN,0.00069227
2026-04-12,NGN,0.0006919
2026-04-13,NGN,0.00068869
2026-04-14,NGN,0.00068767
2026-04-15,NGN,0.00068708
2026-04-16,NGN,0.00068656
2026-04-17,NGN,0.00068606
2026-04-18,NGN,0.00068593
2026-04-19,NGN,0.00068692
2026-04-20,NGN,0.00068872
2026-04-21,NGN,0.00068738
2026-04-22,NGN,0.0006849
2026-04-23,NGN,0.00068275
2026-04-24,NGN,0.00068176
2026-04-25,NGN,0.00068104
2026-04-26,NGN,0.00067946
2026-04-27,NGN,0.00067682
2026-04-28,NGN,0.0006759
2026-04-29,NGN,0.00067626
2026-04-30,NGN,0.00067747
2026-05-01,NGN,0.00067634
2026-05-02,NGN,0.0006755
2026-05-03,NGN,0.00067362
2026-05-04,NGN,0.00067356
2026-05-05,NGN,0.00067184
2026-05-06,NGN,0.000673
2026-05-07,NGN,0.00066939
2026-05-08,NGN,0.00066867
2026-05-09,NGN,0.00066928
2026-05-10,NGN,0.00066964
2026-05-11,NGN,0.00067505
2026-05-12,NGN,0.00067576
2026-05-13,NGN,0.00067373
2026-05-14,NGN,0.00067353
2026-05-15,NGN,0.00066995
2026-05-16,NGN,0.00066978
2026-05-17,NGN,0.00066811
2026-05-18,NGN,0.00066994
2026-05-19,NGN,0.00066884
2026-05-20,NGN,0.00066861
2026-05-21,NGN,0.00066733
2026-05-22,NGN,0.00067081
2026-05-23,NGN,0.00067017
2026-05-24,NGN,0.00067385
2026-05-25,NGN,0.0006755
2026-05-26,NGN,0.00067647
2026-05-27,NGN,0.00067722
2026-05-28,NGN,0.00067802
2026-05-29,NGN,0.0006741
2026-05-30,NGN,0.00067354
2026-05-31,NGN,0.00067524
2026-06-01,NGN,0.00067514
2026-06-02,NGN,0.0006723
2026-06-03,NGN,0.00067219
2026-06-04,NGN,0.00067563
2026-06-05,NGN,0.00067816
2026-06-06,NGN,0.00067803
2026-06-07,NGN,0.00067997
2026-06-08,NGN,0.00067922
2026-06-09,NGN,0.00067575
2026-06-10,NGN,0.00067387
2026-06-11,NGN,0.00067703
2026-06-12,NGN,0.00067648
2026-06-13,NGN,0.00067598
2026-06-14,NGN,0.00067537
2026-06-15,NGN,0.00067923
2026-06-16,NGN,0.00068254
2026-06-17,NGN,0.00068709
2026-06-18,NGN,0.00068676
2026-06-19,NGN,0.00068737
2026-06-20,NGN,0.00068424
2026-06-21,NGN,0.00068727
2026-06-22,NGN,0.00068487
2026-06-23,NGN,0.00068531
2026-06-24,NGN,0.00068305
2026-06-25,NGN,0.00068185
2026-06-26,NGN,0.00068014
2026-06-27,NGN,0.0006789
2026-06-28,NGN,0.0006778
2026-06-29,NGN,0.00067668
2026-06-30,NGN,0.00067837
2026-07-01,NGN,0.00067613
2026-07-02,NGN,0.00067657
2026-07-03,NGN,0.00067905
2026-07-04,NGN,0.000678
2026-07-05,NGN,0.00067654
2026-07-06,NGN,0.00067607
2026-07-07,NGN,0.00067846
2026-07-08,NGN,0.00067886
2026-07-09,NGN,0.00067778
2026-07-10,NGN,0.00067876
2026-07-11,NGN,0.00067652
2026-07-12,NGN,0.0006779
2026-07-13,NGN,0.00067873
2026-07-14,NGN,0.0006781
2026-07-15,NGN,0.0006764
2026-07-16,NGN,0.0006746
2026-07-17,NGN,0.00067568
2026-07-18,NGN,0.00067817
2026-07-19,NGN,0.00067688
2026-07-20,NGN,0.00067781
2026-07-21,NGN,0.00067356
2026-07-22,NGN,0.00067238
2026-07-23,NGN,0.00067232
2026-07-24,NGN,0.00067048
2026-07-25,NGN,0.0006686
2026-07-26,NGN,0.00066726
2026-07-27,NGN,0.00066785
2026-07-28,NGN,0.00066747
2026-07-29,NGN,0.00066299
2026-07-30,NGN,0.00065877
2026-07-31,NGN,0.00065757
2026-08-01,NGN,0.00065847
2026-08-02,NGN,0.00065305
2026-08-03,NGN,0.00065207
2026-08-04,NGN,0.00065104
2026-08-05,NGN,0.00065375
2026-08-06,NGN,0.00065299
2026-08-07,NGN,0.00065374
2026-08-08,NGN,0.00065402
2026-08-09,NGN,0.00064984
2026-08-10,NGN,0.00065134
2026-08-11,NGN,0.00065176
2026-08-12,NGN,0.00065275
2026-08-13,NGN,0.00066044
2026-08-14,NGN,0.00065631
2026-08-15,NGN,0.00065971
2026-08-16,NGN,0.00065914
2026-08-17,NGN,0.00065971
2026-08-18,NGN,0.00065962
2026-08-19,NGN,0.00065878
2026-08-20,NGN,0.00065765
2026-08-21,NGN,0.0006583
2026-08-22,NGN,0.00065531
2026-08-23,NGN,0.00065678
2026-08-24,NGN,0.00065596
2026-08-25,NGN,0.00065374
2026-08-26,NGN,0.00065286
2026-08-27,NGN,0.00065532
2026-08-28,NGN,0.00065427
2026-08-29,NGN,0.00065497
2026-08-30,NGN,0.00065353
2026-08-31,NGN,0.00065502
2026-09-01,NGN,0.00065637
2026-09-02,NGN,0.00066001
2026-09-03,NGN,0.00065966
2026-09-04,NGN,0.00066098
2026-09-05,NGN,0.00066118
2026-09-06,NGN,0.00066375
2026-09-07,NGN,0.00066231
2026-09-08,NGN,0.00066379
2026-09-09,NGN,0.00066341
2026-09-10,NGN,0.00066328
2026-09-11,NGN,0.00066346
2026-09-12,NGN,0.00066396
2026-09-13,NGN,0.00066373
2026-09-14,NGN,0.00066416
